EVTOPTA9553;Попробуем примирить обе партии;Essayez d'agir en mйdiateur entre les deux partis.;Versucht, zwischen den beiden Parteien zu vermitteln;;Intentemos mediar entre los dos grupos;;;;;;;;;x;
EVTOPTB9553;Предложим другие изменения;Proposez d'autres changements.;Schlagt einige andere Дnderungen vor;;Proponed algunos cambios mбs;;;;;;;;;x;
EVTNAME9554;Неверный фокус;Intйrкt mal orientй;Fehlgeleitete Ausrichtung;;Enfoque errуneo;;;;;;;;;x;
EVTDESC9554;Некоторые депутаты нашего парламента убеждены, что мы уделяем слишком много внимания военным операциям и не развиваем нашу торговлю. Они жалуются, что на финансирование нашей армии и флота в последнее время ушло слишком много средств, тогда как для улучшения условий торговли не было сделано ничего.;Plusieurs membres du parlement estiment que nous portons trop d'intйrкt aux opйrations militaires au lieu de nous concentrer sur notre dйveloppement commercial. Ils jugent que les investissements consacrйs а l'armйe sont trop importants et que peu est fait pour amйliorer nos conditions commerciales.;Einige Mitglieder unseres Parlaments sind ьberzeugt, das wir zuviel Aufmerksamkeit auf unsere militдrischen Operationen aufwenden, anstatt uns darauf zu konzentrieren, unsere Handel auszuweiten. Sie beschweren sich, dass zu viele Investitionen zur Finanzierung unseres Militдrs dienen, aber fast keine fьr unsere Handelsbedingungen.;;Unos cuantos miembros del parlamento estбn convencidos de que nos estamos centrando demasiado en las operaciones militares en lugar de concentrarnos en expandir el comercio. Se quejan de que se destinan demasiadas inversiones a financiar el ejйrcito, pero casi ninguna a mejorar nuestras condiciones comerciales. ;;;;;;;;;x;
EVTOPTA9554;Все идет по плану;C’йtait prйvu !;Es ist allem wie nach Plan;;Todo estб segъn lo planificado;;;;;;;;;x;
EVTOPTB9554;Возможно, мы действительно идем не туда;Notre intйrкt est peut-кtre mal dirigй, effectivement;Vielleicht ist unser Augenmerk etwas fehlgeleitet worden;;Quizб nos hemos equivocado un poco en nuestro enfoque;;;;;;;;;x;
more_merchants;Вербовка купцов;Recrutement de marchands;Rekrutierung von Hдndlern;;Contrataciуn de comerciantes;;;;;;;;;x;
desc_more_merchants;Все наши усилия в данный момент сосредоточены на вербовке новых купцов.;Tous nos efforts se concentrent actuellement sur le recrutement de nouveaux marchands;All unsere Anstrengungen sind derzeit auf die Rekrutierung von mehr Hдndlern ausgerichtet.;;Actualmente, todos nuestros esfuerzos se centran en la contrataciуn de mбs comerciantes.;;;;;;;;;x;
efficienct_merchants;Увеличенная эффективность купцов;Efficacitй accrue des marchands;Erhцhte Hдndlereffizienz;;Eficacia comercial incrementada;;;;;;;;;x;
desc_efficienct_merchants;Все наши усилия в данный момент сосредоточены на увеличении эффективности торговли.;Tous nos efforts se concentrent actuellement sur l'efficacitй accrue de nos marchands;All unsere Aufmerksamkeit ist derzeit darauf ausgerichtet, die Effizienz unserer Hдndler zu erhцhen;;Todos nuestros esfuerzos se centran en incrementar la eficacia de nuestros comerciantes.;;;;;;;;;x;
local_trade_focus;Ставка на местную торговлю;Intйrкt pour le commerce local;Lokale Handelsausrichtung;;Concentrarse en el comercio local;;;;;;;;;x;
desc_local_trade_focus;Мы решили полностью сосредоточиться на внутренней торговле.;Nous avons dйcidй de nous concentrer sur le dйveloppement de notre commerce local;Wir haben uns entschieden, unsere Aufmerksamkeit auf den lokalen Handel zu legen;;Hemos decidido poner toda nuestra atenciуn en el desarrollo del comercio local.;;;;;;;;;x;
global_trade_focus;Ставка на заморскую торговлю;Intйrкt pour le commerce d'outre-mer;Ьbersee-Handelsausrichtung;;Concentrarse en el comercio de ultramar;;;;;;;;;x;
desc_global_trade_focus;Мы решили полностью сосредоточиться на заморской торговле.;Nous avons dйcidй de nous concentrer sur le dйveloppement du commerce d'outre-mer;Wir haben entschieden, all unsere Aufmerksamkeit auf den Ьberseehandel zu legen;;Hemos decidido poner toda nuestra atenciуn en el desarrollo del comercio de ultramar.;;;;;;;;;x;
military_focus;Ставка на военных;Intйrкt pour l'armйe;Militдrische Ausrichtung;;Enfoque militar;;;;;;;;;x;
desc_military_focus;Большая часть затрат на исследования отправляется прямиком на усиление нашей армии. А в результате, к несчастью, страдает наша торговля.;La plupart de nos recherches portent actuellement sur l'amйlioration de notre armйe, ce qui, malheureusement, se fait aux dйpens du commerce.;Der GroЯteil der Forschung wird derzeit auf die Verbesserung unseres Militдrs ausgerichtet, unglьcklicherweise leidet unsere Handelseffizienz darunter.;;Mucha de nuestra investigaciуn estб actualmente dirigida a mejorar el ejйrcito. Por desgracia, la investigaciуn comercial estб pagando las consecuencias.;;;;;;;;;x;
trade_focus;Ставка на торговлю;Intйrкt pour le commerce;Handelsausrichtung;;Concentraciуn en el comercio;;;;;;;;;x;
desc_trade_focus;Большая часть затрат на исследования отправляется прямиком на усиление нашей торговли. К несчастью, в результате страдает наша армия.;La plupart de nos recherches portent actuellement sur l'amйlioration de notre commerce, ce qui, malheureusement, se fait aux dйpens de l'armйe.;Die meiste Forschung wird derzeit fьr den Handel ausgefьhrt, unglьcklicherweise leidet unsere Militдrforschung darunter.;;Mucha de nuestra investigaciуn estб actualmente dirigida a mejorar el comercio. Por desgracia, la investigaciуn militar estб pagando las consecuencias.;;;;;;;;;x;
establish_bank_of_amsterdam_title;Создать Амстердамский банк;Йtablir la Banque d'Amsterdam;Etabliert die Bank von Amsterdam;;Fundar el Banco de Бmsterdam;;;;;;;;;x;
establish_bank_of_amsterdam_desc;Кровь торговли - поток денежной массы, и потому чеканка монет не всегда оправдывает надежды. Амстердамский банк предлагает выпускать банковские билеты по гарантированной цене. Может быть, это поможет?;Le nerf du commerce, c'est l'argent et le monnayage ne vaut pas toujours la chandelle. La Banque d'Amsterdam propose d'йmettre des billets garantis. Cela peut-il aider ?;Das Lebensblut des Handels ist  der Wert des Geldes, und Mьnzen sind nicht immer das wert, was sie vorgeben. Die Bank von Amsterdam bietet Banknoten zu einem garantierten Wert an, das kцnnte vielleicht helfen?;;La savia del comercio es el valor del dinero, y el sistema monetario no es siempre todo lo valioso que afirma ser. El Banco de Бmsterdam estб ofreciendo la emisiуn de billetes de banco con valor garantizado, їpodrнa servir de ayuda?;;;;;;;;;x;
bank_of_amsterdam;Амстердамский банк;Banque d'Amsterdam;Bank von Amsterdam;;Banco de Бmsterdam;;;;;;;;;x;
desc_bank_of_amsterdam;В Европе эпохи Ренессанса небольшие государства пользовались валютами соседних стран. Чтобы исправить эту ситуацию, голландцы в 1609 году основали банк, находившийся под защитой Амстердама. Этот банк первым занялся обменом иностранной и местной валюты на основе их реальной стоимости, установил разменную монету и начал систематически давать кредиты.;Dans l'Europe de la Renaissance, la monnaie des petits Йtats se composait, en grande partie, des devises des nations voisines. Pour remйdier а cette situation, une banque fut fondйe en 1609 sous la protection de la ville d'Amsterdam. Cette banque reзut, dans un premier temps, du monnayage йtranger et local а sa valeur intrinsиque, aprиs dйduction d'une petite somme et des frais de gestion, et dont le reste fut crйditй aux clients.;Im Europa der Renaissance bestand die Wдhrung der kleineren Lдnder zum GroЯteil aus den Wдhrungen der Nachbarstaaten. Um diese Situation zu дndern, wurde 1609 eine Bank unter dem Schutz der Stadt Amsterdam gegrьndet. Diese Bank erhielt zunдchst sowohl fremde als auch lokale Mьnzen zu ihrem realen Wert, zog einen kleinen Betrag fьr Mьnzung und Bearbeitung ab und schrieb ihren Klienten den Rest in ihren Bьchern als Kredite gut.;;En la Europa renacentista, la moneda de los estados pequeсos se componнa en gran medida de las divisas de las naciones vecinas. Para remediar tal situaciуn, en 1609 se fundу un banco bajo la protecciуn de la ciudad de Бmsterdam. Al principio, este banco recibнa tanto moneda extranjera como local a su valor intrнnseco real, deducнa un pequeсo cuсo y los honorarios de administraciуn y abonaba el resto en los asientos de sus clientes.;;;;;;;;;x;
india_trade_co;Ост-Индская торговая компания;Compagne des Indes orientales;Ostindische Handelskompanie;;Compaснa de las Indias Orientales;;;;;;;;;x;
desc_india_trade_co;Монополия на торговлю с Индиями позволяет нашим купцам вести переговоры от одного лица, что улучшает качество и количество сделок. Это также означает, что мы всегда знаем, кто именно приобретает товары, что, в свою очередь, помогает собирать налоги.;L'octroi d'un monopole commercial dans les Indes orientales a permis а nos marchants de nйgocier d'une mкme voix, ce qui a renforcй nos accords commerciaux. Il nous a йgalement permis de connaоtre avec prйcision le nom des personnes qui ramиnent les marchandises de maniиre а mieux gйrer les taxes qui en dйcoulent. ;Die Vergabe eines Monopols fьr den Handel mit Ostindien hat es unseren Hдndlern erlaubt, mit einer einheitlichen Stimme zu verhandeln, was unsere Handelsvertrдge verbessert. Es stellt auch sicher, das wir genau wissen, wer Gьter zurьckbringt, was bedeutet, das wir unsere Steuern einfacher erhalten. ;;La concesiуn de un monopolio sobre el comercio con las Indias Orientales ha permitido a nuestros comerciantes negociar con una sola voz, lo cual ha mejorado los tratos comerciales. Ello tambiйn nos asegura que sepamos exactamente quiйn trae mercancнas, lo que permite una mejor recaudaciуn de los impuestos. ;;;;;;;;;x;
